,author,statement,source,date,target
188,Jon Greenberg,"“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”",Ron DeSantis,"January 31, 2022",barely-true
189,Samantha Putterman,"“Biden won’t allow Delta-variant COVID patients to get proven and effective monoclonal treatments even though there are 50,000-100,000 Americans infected by Delta EVERY DAY.”",Tulsi Gabbard,"January 31, 2022",barely-true
190,Bill McCarthy,"""BIDEN: 'I'm not gonna take any questions because I think it's inappropriate.'""",Republican National Committee,"January 28, 2022",barely-true
191,Nina Baker,"When asked if she supports the Build Back Better bill, Abby Finkenauer said that she didn’t know what was in it.",Iowa Republican Party,"January 28, 2022",barely-true
192,Andy Nguyen,“The CDC admits that natural immunity from prior infections is superior to vaccinated immunity alone.”,Bloggers,"January 26, 2022",barely-true
193,Madison Czopek,"“Every 37 seconds, someone is arrested for possession of marijuana.”",Gary Chambers Jr.,"January 24, 2022",barely-true
194,Warren Fiske,"“The Loudoun County School Board spent about $300,000 (last year) … to bring CRT in some form or fashion to the school system.”",Winsome Earle-Sears,"January 24, 2022",barely-true
195,Monique Curet,“Moderna COVID vaccine is no longer recommended due to heart inflammation.”,Facebook posts,"January 21, 2022",barely-true
196,Paul Specht,"Says the “NC appeals court” acknowledged the state’s election maps “are skewed,” but didn’t block them because they are “partisan hacks.”",Deb Butler,"January 21, 2022",barely-true
197,Louis Jacobson,“People are 7% poorer now because of Biden inflation.”,Mitt Romney,"January 20, 2022",barely-true
198,Jon Greenberg,“This country’s working people actually got a raise.”,Joe Biden,"January 20, 2022",barely-true
199,Jeff Cercone,A Black Lives Matter administrator was arrested in a 1983 bombing at the U.S. Capitol.,Facebook posts,"January 19, 2022",barely-true
200,D.L. Davis,"""Mask mandates on children lead to learning loss that harms early childhood development.""",Scott Fitzgerald,"January 19, 2022",barely-true
201,Monique Curet,“NASA hired 24 theologians to study human reaction to aliens.”,Instagram posts,"January 18, 2022",barely-true
202,Jill Terreri,"Says Pfizer CEO Albert Bourla said: “Two doses of the vaccine offers very limited protection, if any.”",Bloggers,"• January 14,",barely-true
203,Monique Curet,"""Japan drops all vaxxine mandates, places myocarditis warning on label.""",Bloggers,"January 12, 2022",barely-true
204,Monique Curet,"Senior citizens qualify for a Medicare “flex card” that pays for groceries, dental costs and prescriptions.",Facebook posts,"January 12, 2022",barely-true
205,Jeff Cercone,Washington’s State Board of Health will discuss mandatory COVID-19 quarantines and vaccine requirements for schoolchildren at a Jan. 12 meeting.,Facebook posts,"January 11, 2022",barely-true
206,Samantha Putterman,“New Zealand okays euthanasia for COVID patients.”,Bloggers,"January 11, 2022",barely-true
207,Amy Sherman,Democrats “are trying to ban voter ID.”,Donald Trump,"January 11, 2022",barely-true
208,Jeff Cercone,“It feels amazing” that unvaccinated people are “4.5 times LESS LIKELY to catch omicron” than people who are fully vaccinated and boosted.,Facebook posts,"January 4, 2022",barely-true
209,Alan Hovorka,"Actions by Joe Biden left ""10,000 - 15,000 American citizens abandoned to terrorists in Afghanistan.""",Derrick Van Orden,"January 4, 2022",barely-true
210,Andy Nguyen,"""By declining the vax, I am 100% safe from adverse reactions and 99.8% safe from COVID.""",Instagram posts,"January 3, 2022",barely-true
211,Paul Specht,Audio clips from ad show Pat McCrory supported Black Lives Matter protesters while condemning ‘Trump supporters’,Club for Growth,"December 22, 2021",barely-true
212,Amy Sherman,People vaccinated for COVID-19 “do not spread the disease to anyone else.”,Joe Biden,"December 22, 2021",barely-true
213,Jon Greenberg,"The expanded child tax credit in the Build Back Better Act has “no means testing,” so people making $200,000 and $400,000 would get “the same as someone making” $70,000.",Joe Manchin,"December 20, 2021",barely-true
214,Monique Curet,"""Canada joins the no jab, no food trend""",Facebook posts,"December 10, 2021",barely-true
215,Ciara O'Rourke,“An organ recovery medical team pays tribute to a young female organ donor” in this photo.,Viral image,"December 10, 2021",barely-true
216,Monique Curet,"“On the first day of the Ghislaine Maxwell trial, the CEO of Twitter resigned, the CEO of Walmart resigned, the CEO of CNBC resigned”",Facebook posts,"December 4, 2021",barely-true
217,Bill McCarthy,"""Don’t be fooled by the next ‘Variant’! There are actually 1000’s of them. They just will pick the next one to keep the fear going.""",Facebook posts,"December 1, 2021",barely-true
218,Monique Curet,"“If you were in the military before 2002 you get an additional $1,200 a year, ($100 per month) in Social Security. But you have to ask for it and almost no one knows about it.”",Facebook posts,"December 1, 2021",barely-true
219,Monique Curet,“Malcolm X’s daughter found dead in NYC days after she exposed NYPD and FBI were behind Malcolm X assassination”,Facebook posts,"December 1, 2021",barely-true
220,Tom Kertscher,Vaccinated people under 60 in England “are dying at twice the rate of unvaccinated people the same age. ... I don’t know how to explain this other than vaccine-caused mortality.”,Alex Berenson,"November 30, 2021",barely-true
221,Jill Terreri,"“This one here has subsidies for people making as much as $800,000 to be able to buy a Tesla.”",Chris Jacobs,"• November 26,",barely-true
222,Tom Kertscher,The Build Back Better bill provides “'parole' amnesty for millions of criminal illegal aliens.”,Viral image,"November 23, 2021",barely-true
223,Monique Curet,"The FBI targeted a woman and searched her home because she “protested local school board, elections.”",Bloggers,"November 23, 2021",barely-true
224,Phil Galewitz,An increase in Medicare Part B premiums means “America’s seniors are paying the price for Biden’s inflation crisis.”,Rick Scott,"November 23, 2021",barely-true
225,Madeline Heim,“Wisconsin is almost equally divided on partisan lines” and therefore new Legislative maps could be drawn to “represent that 50-50 split.”,Janet Bewley,"November 23, 2021",barely-true
226,Monique Curet,"The media televised the trial of Kyle Rittenhouse “because he is a ‘white supremacist shooter,’” while limiting coverage of accused sex trafficker Ghislaine Maxwell’s trial to “some cartoon drawing….What are they hiding?”",Facebook posts,"November 22, 2021",barely-true
227,Madison Czopek,“The FBI is using its counterterrorism division to investigate and add ‘threat tags’ to parents who are protesting school boards.”,Facebook posts,"November 19, 2021",barely-true
228,Jill Terreri,“Biden’s banking nominee demands all ‘private bank accounts’ be eliminated”,Bloggers,"• November 19,",barely-true
229,Paul Specht,"“We need filibuster reform, and I’ve always been very clear about that.”",Cheri Beasley,"November 18, 2021",barely-true
230,Monique Curet,"Says Raz Simone “conquered” part of Seattle, handed out guns to form a paramilitary force that murdered three people, robbed the locals and walked away without being questioned.",Facebook posts,"November 18, 2021",barely-true
231,Gabrielle Settles,"""In 2015, when Terry McAuliffe was governor, the Virginia Department of Education promoted incorporating critical race theory lens in education...They were trying to indoctrinate kids.”",Rick Scott,"November 16, 2021",barely-true
232,Jeff Cercone,"""Arizona Department of Education gives green light on face mask and vaccine mandates, as well as implementing Critical (Race) Theory.”",Instagram posts,"November 10, 2021",barely-true
233,Samantha Putterman,“More fraud in New Jersey’s election uncovered – voting machines would not allow citizens to vote for Republican governor candidate.”,Bloggers,"November 9, 2021",barely-true
234,Samantha Putterman,Merriam-Webster recently changed its definition of the word “vaccine” and removed the immunity portion.,Facebook posts,"November 9, 2021",barely-true
235,Paul Specht,Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has “said nothing” about violent summer protests in North Carolina and was “derelict in his duty.”,Mark Robinson,"November 8, 2021",barely-true
236,Gabrielle Settles,A video shows “your packages were rerouted and have arrived in the port of Miami” as a result of Gov. Ron DeSantis.,Instagram posts,"November 5, 2021",barely-true
237,Sasha Hupka,Social media posts suggest a CDC graph shows the COVID-19 vaccine is harmful to children and that California’s school vaccine mandate is dangerous.,Facebook posts,"November 3, 2021",barely-true
238,Laura Schulte,"“States run elections, not the federal government.”",Wisconsin Senate Republicans,"November 3, 2021",barely-true
239,Jon Greenberg,“Greenland's ice sheet isn't shrinking any more rapidly today than it was 80 years ago.”,Steven Koonin,"November 3, 2021",barely-true
240,Louis Jacobson,"“Wages have gone up higher, faster than inflation.”",Joe Biden,"November 2, 2021",barely-true
241,Duncan Slade,“Violent crime rate dropped like a rock following West Virginia’s adoption of permitless carry.”,Facebook posts,"November 2, 2021",barely-true
242,Louis Jacobson,“Fairfax County is not requiring the last four digits of Social Security Numbers on absentee ballots in this election.”,The Gateway Pundit,"November 1, 2021",barely-true
243,Samantha Putterman,Virginia voters are being turned away from polling locations because they were told they already requested absentee ballots when they haven’t.,Facebook posts,"October 29, 2021",barely-true
244,Allison Garfield,“The seasonal cold and flu is actually more dangerous for kids than the Coronavirus” and “there is very low transmissibility from children to their families and communities.”,Tom Tiffany,"October 28, 2021",barely-true
245,Jon Greenberg,“COP26 luxury EVs to be recharged using diesel generators”,Bloggers,"October 26, 2021",barely-true
246,Louis Jacobson,The newly drawn congressional district map in Arkansas “keeps communities together.”,Tom Cotton,"October 22, 2021",barely-true
247,D.L. Davis,"“The Walker-Kleefisch administration slashed $800 million from public schools.""",Democratic Party of Wisconsin,"October 22, 2021",barely-true
248,Paul Specht,“The five most-endangered hospitals in the country are all in (North Carolina).”,Jeff Jackson,"October 20, 2021",barely-true
249,Tom Kertscher,"""Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-12.""",Facebook posts,"October 19, 2021",barely-true
250,Samantha Putterman,"California’s shipping backlog is, in part, caused by a “California Truck Ban which says all trucks must be 2011 or newer and a law called AB 5 which prohibits Owner Operators.”",Facebook posts,"October 19, 2021",barely-true
251,Kayla Steinberg,Says Dr. Anthony Fauci said he will not “take a PCR COVID test.”,Instagram posts,"October 15, 2021",barely-true
